[regular verb]
aah,aahed
pinchfist,pinchfisted
pin,pined
pinfold,pinfolded
pin,pinged
pinhead,pinheaded
pinion,pinioned
pink,pinked
pinken,pinkened
pinkify,pinkified
pinnacle,pinnacled
pinnate,pinnated
pinnatilo,pinnatilobed
pinnatip,pinnatiped
pinnatisect,pinnatisected
pin,pinned
pinninerve,pinninerved
pinnip,pinniped
pinnisect,pinnisected
pinnulate,pinnulated
pinpoint,pinpointed
pinprick,pinpricked
pinstrip,pinstriped
pion,pioned
pioneer,pioneered
piote,pioted
pipe,piped
pipelin,pipelined
pipet,pipetted
pip,pipped
pique,piqued
pyramide,pyramided
pirate,pirated
pirn,pirned
pyrolyze,pyrolyzed
pirouet,pirouetted
pirquet,pirquetted
pish,pished
pissa,pissabed
piss,pissed
pistol,pistoled
pistoll,pistolled
pitapat,pitapatted
pitcher,pitchered
pith,pithed
pitie,pitied
pivote,pivoted
pixilate,pixilated
placard,placarded
placate,placated
plagiarise,plagiarised
plagiarize,plagiarized
beleagure,beleagured
playact,playacted
plaide,plaided
plain-feature,plain-featured
plainheart,plainhearted
plainsol,plainsoled
plaist,plaisted
plaister,plaistered
plan,planed
polarize,polarized
plane,planeted
planish,planished
plan,planted
plaster,plastered
plasticise,plasticised
plasticize,plasticized
plateaue,plateaued
platforme,platformed
platinate,platinated
platinise,platinised
platinize,platinized
platitudinise,platitudinised
platitudinize,platitudinized
platonise,platonised
platoon,platooned
plat,platted
plead,pleaded
tempt,tempted
plebeianise,plebeianised
plebeianize,plebeianized
ple,pled
pledge,pledged
plenish,plenished
plicatocontort,plicatocontorted
ply,plied
plim,plimmed
plink,plinked
plod,plodded
ploy,ployed
plonk,plonked
plop,plopped
plotze,plotzed
plough,ploughed
plouk,plouked
plug,plugged
plumage,plumaged
plumb,plumbed
plumip,plumiped
plummete,plummeted
plumpen,plumpened
plunder,plundered
plunge,plunged
plunk,plunked
pluralise,pluralised
pluralize,pluralized
pluriseriate,pluriseriated
plush,plushed
pneumatize,pneumatized
poach,poached
pockete,pocketed
podsolize,podsolized
podzolize,podzolized
poeticise,poeticised
poetiise,poetiised
poetise,poetised
poetize,poetized
pogrom,pogromed
poisone,poisoned
polarise,polarised
poleax,poleaxed
po,poled
polemize,polemized
polybutton,polybuttoned
police,policed
polyglot,polyglotted
polygroove,polygrooved
polylaminate,polylaminated
polymerize,polymerized
polynucleate,polynucleated
polypage,polypaged
polish,polished
polyspor,polyspored
politicalize,politicalized
politicise,politicised
politie,politied
polyunsaturate,polyunsaturated
polka,polkaed
pollard,pollarded
dust,dusted
pollen,pollened
pollinize,pollinized
polonize,polonized
poltfoote,poltfooted
pomad,pomaded
pommel,pommeled
pommell,pommelled
ponce,ponced
poncho,ponchoed
poniard,poniarded
ponie,ponied
pooch,pooched
pooh,poohed
pool,pooled
popey,popeyed
poppy,poppied
popple,poppled
popularise,popularised
popularize,popularized
populate,populated
porcelainize,porcelainized
porche,porched
porphyrize,porphyrized
portal,portaled
portall,portalled
portcullise,portcullised
portico,porticoed
pose,posed
posy,posied
posit,posited
possession,possessioned
postaspirate,postaspirated
postdate,postdated
postfix,postfixed
postform,postformed
postilion,postilioned
postillion,postillioned
postmultiply,postmultiplied
postperforate,postperforated
postpone,postponed
postposit,postposited
postulate,postulated
posture,postured
posturise,posturised
posturize,posturized
potbelly,potbellied
potboil,potboiled
potentiate,potentiated
pothol,potholed
potlatch,potlatched
pot,potted
pottle,pottled
pouch,pouched
pouf,poufed
pouff,pouffed
poultice,poulticed
poute,pouted
pox,poxed
practicalize,practicalized
practise,practised
praelect,praelected
pray,prayed
prairy,prairied
spoilead,spoiled
prance,pranced
prange,pranged
prank,pranked
prate,prated
prattle,prattled
prawn,prawned
preaccept,preaccepted
preaccommodate,preaccommodated
preaccumulate,preaccumulated
preaccuse,preaccused
preaccustom,preaccustomed
preach,preached
preachieve,preachieved
preachify,preachified
preacknowledge,preacknowledged
preacquire,preacquired
preacquit,preacquitted
preact,preacted
preadapt,preadapted
preadher,preadhered
preadjust,preadjusted
preadmire,preadmired
preadmit,preadmitted
preadopt,preadopted
preadvertise,preadvertised
preadvise,preadvised
preadvocate,preadvocated
preaffiliate,preaffiliated
preaffirm,preaffirmed
preage,preaged
preaggravate,preaggravated
preagitate,preagitated
preally,preallied
preallocate,preallocated
preallot,preallotted
preallude,prealluded
preamble,preambled
preannounce,preannounced
preanticipate,preanticipated
preapply,preapplied
preapprise,preapprised
preapprize,preapprized
preapprove,preapproved
prearm,prearmed
prearrange,prearranged
preascertain,preascertained
preassemble,preassembled
preassign,preassigned
preassume,preassumed
preassure,preassured
preattune,preattuned
preauthorize,preauthorized
preaver,preaverred
prebalance,prebalanced
preballote,preballoted
prebelieve,prebelieved
prebelove,prebeloved
prebenefit,prebenefited
prebill,prebilled
prebless,preblessed
preblockad,preblockaded
preboil,preboiled
prebreath,prebreathed
precalculate,precalculated
precancel,precanceled
precancell,precancelled
precapture,precaptured
precedent,precedented
precelebrate,precelebrated
precensure,precensured
precent,precented
precess,precessed
prechallenge,prechallenged
prechampion,prechampioned
precharge,precharged
prechart,precharted
precheck,prechecked
prechill,prechilled
precipice,precipiced
precipitate,precipitated
precirculate,precirculated
precise,precised
precit,precited
preclassify,preclassified
preclean,precleaned
preclose,preclosed
precloth,preclothed
precod,precoded
precogitate,precogitated
precognize,precognized
precollapse,precollapsed
precollude,precolluded
precombate,precombated
precombin,precombined
precommit,precommitted
precommune,precommuned
precompar,precompared
precompell,precompelled
precompensate,precompensated
precompil,precompiled
precomplicate,precomplicated
precompute,precomputed
preconceal,preconcealed
preconced,preconceded
preconceive,preconceived
preconcentrate,preconcentrated
preconcert,preconcerted
preconcur,preconcurred
precondemn,precondemned
precondense,precondensed
precondition,preconditioned
preconfer,preconferred
preconfide,preconfided
preconfigure,preconfigured
preconfin,preconfined
precongest,precongested
precongratulate,precongratulated
preconize,preconized
preconjecture,preconjectured
preconseccrate,preconseccrated
preconsecrate,preconsecrated
preconsider,preconsidered
preconsolidate,preconsolidated
preconspire,preconspired
preconstitute,preconstituted
preconstruct,preconstructed
preconsume,preconsumed
precontain,precontained
precontemplate,precontemplated
precontribute,precontributed
precontrive,precontrived
precontroll,precontrolled
precook,precooked
precool,precooled
precopy,precopied
precounsel,precounseled
precriticize,precriticized
precultivate,precultivated
precure,precured
pr,pred
predamage,predamaged
predate,predated
predecease,predeceased
predeceive,predeceived
predecide,predecided
predeclar,predeclared
predeclin,predeclined
predefy,predefied
predefin,predefined
predelegate,predelegated
predeliberate,predeliberated
predelineate,predelineated
predelude,predeluded
predemonstrate,predemonstrated
predeny,predenied
predeplet,predepleted
predepreciate,predepreciated
predeprive,predeprived
prederive,prederived
predescribe,predescribed
predeserve,predeserved
predesignate,predesignated
predestinate,predestinated
predestin,predestined
predevise,predevised
predictate,predictated
predict,predicted
predigest,predigested
predilect,predilected
predin,predined
predischarge,predischarged
predisciplin,predisciplined
predisclose,predisclosed
prediscontent,prediscontented
prediscourage,prediscouraged
prediscriminate,prediscriminated
predisguise,predisguised
predislike,predisliked
predisorder,predisordered
predisperse,predispersed
predisplace,predisplaced
predispose,predisposed
predispute,predisputed
predissolve,predissolved
predissuad,predissuaded
predistribute,predistributed
predivide,predivided
predominate,predominated
predonate,predonated
predry,predried
preduplicate,preduplicated
preeducate,preeducated
preelect,preelected
preeliminate,preeliminated
preembody,preembodied
preempt,preempted
preenable,preenabled
preenact,preenacted
preenclose,preenclosed
preendorse,preendorsed
preen,preened
preenforce,preenforced
preengage,preengaged
preenlarge,preenlarged
preentitle,preentitled
preenumerate,preenumerated
preequip,preequipped
preescape,preescaped
preestablish,preestablished
preestimate,preestimated
preevad,preevaded
preevaporate,preevaporated
preexamin,preexamined
preexchange,preexchanged
preexcit,preexcited
preexcuse,preexcused
preexecute,preexecuted
preexist,preexisted
preexplod,preexploded
preexpose,preexposed
prefab,prefabbed
preface,prefaced
prefad,prefaded
prefer,prefered
prefer,preferred
prefertilize,prefertilized
prefigure,prefigured
prefil,prefiled
prefinance,prefinanced
prefire,prefired
prefix,prefixed
preflagellate,preflagellated
prefocuse,prefocused
prefocuss,prefocussed
preform,preformed
preformulate,preformulated
prefrank,prefranked
pregalvanize,pregalvanized
pregenerate,pregenerated
pregrad,pregraded
pregratify,pregratified
preguarantee,preguaranteed
preguide,preguided
prehandicap,prehandicapped
prehandle,prehandled
preharden,prehardened
prehar,prehatred
prehaunt,prehaunted
preheate,preheated
prehend,prehended
prehesitate,prehesitated
preidentify,preidentified
prey,preyed
preillustrate,preillustrated
preimagin,preimagined
preimbibe,preimbibed
preimbue,preimbued
preimitate,preimitated
preimmunize,preimmunized
preimpose,preimposed
preimprove,preimproved
preinaugurate,preinaugurated
preinclin,preinclined
preincorporate,preincorporated
preincrease,preincreased
preindebt,preindebted
preindemnify,preindemnified
preindispose,preindisposed
preinduce,preinduced
preindulge,preindulged
preinfer,preinferred
preinher,preinhered
preinitialize,preinitialized
preinitiate,preinitiated
preinoculate,preinoculated
preinscribe,preinscribed
preinsert,preinserted
preinsinuate,preinsinuated
preinspire,preinspired
preinstruct,preinstructed
preinsulate,preinsulated
preinsure,preinsured
preinterced,preinterceded
preintimate,preintimated
preinvestigate,preinvestigated
preinvit,preinvited
preissue,preissued
prejudge,prejudged
prejudice,prejudiced
prekindle,prekindled
prelease,preleased
prelect,prelected
prelecture,prelectured
preliberate,preliberated
prelicense,prelicensed
prelimitate,prelimitated
prelimit,prelimited
preliquidate,preliquidated
preload,preloaded
prelocate,prelocated
prelude,preluded
premanufacture,premanufactured
premarry,premarried
premate,premated
premeasure,premeasured
prem,premed
premeditate,premeditated
premenace,premenaced
premiate,premiated
premier,premiered
premillennialise,premillennialised
premillennialize,premillennialized
premise,premised
premix,premixed
premodel,premodeled
premodify,premodified
premoisten,premoistened
premonopolize,premonopolized
premuddle,premuddled
premutiny,premutinied
prenecessitate,prenecessitated
prenegotiate,prenegotiated
prenominate,prenominated
prenote,prenoted
prenotify,prenotified
prentice,prenticed
preobligate,preobligated
preoblige,preobliged
preobserve,preobserved
preobtrude,preobtruded
preobviate,preobviated
preoccasion,preoccasioned
preoccupy,preoccupied
preoccur,preoccurred
preomit,preomitted
preoperate,preoperated
preopinionate,preopinionated
preoppose,preopposed
preordain,preordained
preordere,preordered
preorganize,preorganized
preoutfit,preoutfitted
preoutlin,preoutlined
prepackage,prepackaged
prepack,prepacked
prepare,prepared
prepave,prepaved
prepend,prepended
prepenetrate,prepenetrated
prepense,prepensed
prepersuad,prepersuaded
preperuse,preperused
preplace,preplaced
preplan,preplanned
prepledge,prepledged
preplot,preplotted
preponderate,preponderated
prepose,preposed
prepossess,prepossessed
prep,prepped
prepractice,prepracticed
prepractise,prepractised
preprint,preprinted
preprocess,preprocessed
preprogram,preprogrammed
prepromise,prepromised
prepromote,prepromoted
prepronounce,prepronounced
preprove,preproved
preprovide,preprovided
preprovok,preprovoked
prepunch,prepunched
prepurchase,prepurchased
prepurpose,prepurposed
prequarantin,prequarantined
prequote,prequoted
prerealize,prerealized
prereceive,prereceived
prerecit,prerecited
prerecognize,prerecognized
prereconcil,prereconciled
prerecord,prerecorded
prerefer,prereferred
prerefin,prerefined
prerefuse,prerefused
preregister,preregistered
preregulate,preregulated
prerejoice,prerejoiced
prerelate,prerelated
preremit,preremitted
preremove,preremoved
preremunerate,preremunerated
prerequire,prerequired
preresemble,preresembled
preresolve,preresolved
prerevenge,prerevenged
prereverse,prereversed
prerevise,prerevised
prerogative,prerogatived
preroute,prerouted
presacrifice,presacrificed
presage,presaged
presbyterate,presbyterated
prescind,prescinded
prescor,prescored
prescribe,prescribed
presecure,presecured
preselect,preselected
presenc,presenced
present,presented
presentence,presentenced
preseparate,preseparated
preserve,preserved
presettle,presettled
preshape,preshaped
preshar,preshared
preship,preshipped
preshow,preshowed
preshrink,preshrinked
preside,presided
presift,presifted
presignal,presignaled
presignify,presignified
presympathize,presympathized
presoak,presoaked
presolvate,presolvated
presolve,presolved
prespecialize,prespecialized
prespecify,prespecified
prespeculate,prespeculated
presprinkle,presprinkled
prespur,prespurred
pressurize,pressurized
prestamp,prestamped
prestandardize,prestandardized
prestate,prestated
presterilize,presterilized
prestimulate,prestimulated
prestor,prestored
prestress,prestressed
prestruggle,prestruggled
prestudy,prestudied
presubdue,presubdued
presubmit,presubmitted
presubordinate,presubordinated
presubscribe,presubscribed
presubstitute,presubstituted
presume,presumed
presupervise,presupervised
presupplicate,presupplicated
presupply,presupplied
presuppose,presupposed
presurmise,presurmised
presweeten,presweetened
pretabulate,pretabulated
pretan,pretanned
pretape,pretaped
pretast,pretasted
pretence,pretenced
pretense,pretensed
pretermit,pretermitted
pretest,pretested
pretestify,pretestified
pretext,pretexted
pretyp,pretyped
pretypify,pretypified
pretorture,pretortured
pretrace,pretraced
pretranscribe,pretranscribed
pretranslate,pretranslated
pretransmit,pretransmitted
pretreate,pretreated
pretry,pretried
pretty,prettied
prettify,prettified
mannere,mannered
preunit,preunited
preutilize,preutilized
prevacate,prevacated
prevaccinate,prevaccinated
prevail,prevailed
prevalue,prevalued
prevene,prevened
prevent,prevented
preventure,preventured
preverify,preverified
preverse,preversed
preveto,prevetoed
preview,previewed
previolate,previolated
previse,prevised
prevision,previsioned
prevote,prevoted
prevue,prevued
prewarm,prewarmed
prewarn,prewarned
prewash,prewashed
prewelcom,prewelcomed
prewelwire,prewelwired
prewhip,prewhipped
prewire,prewired
prewrap,prewrapped
prick,pricked
prickle,prickled
pride,prided
pride-inflam,pride-inflamed
pry,pried
priest,priested
prig,prigged
prill,prilled
primary,primaried
prim,primed
prim,primmed
primp,primped
primrose,primrosed
princify,princified
prink,prinked
prioritize,prioritized
prise,prised
prism,prismed
cause,caused
prison,prisoned
priss,prissed
privateer,privateered
privatize,privatized
probate,probated
pro,probed
probosciform,probosciformed
procedure,procedured
proceed,proceeded
processe,processed
proclaim,proclaimed
procrastinate,procrastinated
procreate,procreated
proctor,proctored
procure,procured
procurve,procurved
prod,prodded
produce,produced
product,producted
profan,profaned
professionalise,professionalised
professionalize,professionalized
proffer,proffered
profil,profiled
profit,profited
profiteer,profiteered
profit,profitted
proflate,proflated
profligate,profligated
prog,progged
prognose,prognosed
prognosticate,prognosticated
program,programed
program,programmed
progress,progressed
prohibit,prohibited
prolapse,prolapsed
proletarianise,proletarianised
proletarise,proletarised
proletarize,proletarized
proliferate,proliferated
prolificate,prolificated
prologe,prologed
prologise,prologised
prologize,prologized
prologue,prologued
prologuise,prologuised
